id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
3261020370,1401926400000000000,653000.0,3,2.5,2680,9750,1.0,0,4,8,1610,1070,1979,98034,47.7028,-122.23100000000001,2480,8750
4330600435,1426464000000000000,284000.0,3,1.75,1560,21000,1.0,0,3,7,1560,0,1954,98166,47.4776,-122.337,1070,7920
9542800700,1420156800000000000,272000.0,3,1.75,2160,7140,1.0,0,4,7,1670,490,1978,98023,47.3026,-122.374,1930,7350
1999700045,1398988800000000000,313000.0,3,1.5,1340,7912,1.5,0,3,7,1340,0,1955,98133,47.7658,-122.339,1480,7940
1687900520,1411948800000000000,673000.0,4,2.25,2590,8190,2.0,0,4,8,2590,0,1980,98006,47.5619,-122.125,2260,8335
7234600798,1423526400000000000,425000.0,3,2.5,1120,1100,2.0,0,3,8,820,300,2008,98122,47.6106,-122.31,1590,1795
3881900445,1404864000000000000,399950.0,5,2.75,1970,5400,1.0,0,3,7,1320,650,1986,98144,47.5868,-122.30799999999999,1280,2150
9158100075,1420588800000000000,330000.0,2,1.0,1350,8220,1.0,0,3,7,1060,290,1949,98177,47.7224,-122.35799999999999,1540,8280
3830630310,1406246400000000000,260000.0,3,2.5,1670,5797,2.0,0,3,7,1670,0,1988,98030,47.3505,-122.179,1670,6183
8123100045,1428969600000000000,470000.0,4,3.0,2380,5125,1.5,0,4,7,1680,700,1925,98126,47.5384,-122.376,1410,5375
6661200320,1406073600000000000,163500.0,2,1.5,1050,3419,2.0,0,3,7,1050,0,1996,98038,47.3848,-122.039,1050,3417
11510310,1409875200000000000,835000.0,4,2.75,3130,13412,2.0,0,3,9,2140,990,1993,98052,47.6993,-122.102,2260,9984
8731951370,1429056000000000000,269000.0,4,1.75,1490,10000,1.0,0,4,8,1100,390,1969,98023,47.3099,-122.37899999999999,2190,8910
1954440060,1399248000000000000,560000.0,3,2.5,1900,8744,2.0,0,3,8,1900,0,1987,98074,47.62,-122.04299999999999,2030,8744
1115810060,1417737600000000000,585188.0,3,2.25,2230,10026,1.0,0,3,8,1430,800,1975,98052,47.6647,-122.15299999999999,2230,9340
9477200200,1408320000000000000,305000.0,3,1.75,1650,9480,1.0,0,3,7,1220,430,1977,98034,47.726000000000006,-122.191,1540,8400
1432600560,1415145600000000000,166950.0,3,1.0,1190,8820,1.0,0,3,6,1190,0,1959,98058,47.4616,-122.184,1230,7980
2287000060,1410480000000000000,799000.0,3,2.5,2140,9897,1.0,0,4,8,2140,0,1959,98040,47.5505,-122.219,2680,10083
3663500060,1403654400000000000,400000.0,3,2.5,2180,7508,1.0,0,4,7,1420,760,1962,98133,47.7606,-122.336,1900,7818
3996900125,1417392000000000000,230000.0,3,1.0,1060,10228,1.0,0,3,7,1060,0,1948,98155,47.7481,-122.3,1570,10228
3278600320,1406073600000000000,465000.0,3,2.5,2150,4084,2.0,0,3,8,2150,0,2007,98126,47.5488,-122.37200000000001,1750,2385
3542300060,1426032000000000000,210000.0,3,1.0,860,11725,1.0,0,4,6,860,0,1943,98056,47.5093,-122.184,1300,9514
2222059065,1415750400000000000,297000.0,3,2.5,1940,14952,2.0,0,3,8,1940,0,1994,98042,47.3777,-122.165,2030,10450
7551300060,1405468800000000000,470000.0,3,1.0,1010,5000,1.0,0,3,7,1010,0,1952,98107,47.675,-122.39399999999999,1680,5000
100600550,1407110400000000000,226500.0,3,1.5,1300,7370,1.0,0,4,7,900,400,1976,98023,47.3025,-122.37,1430,7500
3211100860,1425340800000000000,274250.0,3,1.0,910,8450,1.0,0,4,6,910,0,1962,98059,47.4787,-122.15799999999999,1400,8040
3456000310,1407110400000000000,840000.0,4,1.75,2480,11010,1.0,0,4,9,1630,850,1966,98040,47.5378,-122.219,2770,10744
9526600140,1411084800000000000,677900.0,3,2.5,2440,4587,2.0,0,3,8,2440,0,2010,98052,47.7073,-122.11399999999999,2750,4587
7465900060,1423094400000000000,425000.0,3,1.0,1010,5864,1.0,0,3,7,1010,0,1915,98116,47.5733,-122.381,1290,5000
1222000055,1416700800000000000,180250.0,2,0.75,900,9600,1.0,0,3,6,900,0,1941,98166,47.4604,-122.339,1250,14280
2310030510,1429660800000000000,320000.0,4,2.25,1550,7579,2.0,0,3,8,1550,0,1993,98038,47.354,-122.04700000000001,1630,6397
1025049114,1405555200000000000,625504.0,3,2.25,1270,1566,2.0,0,3,8,1060,210,2014,98105,47.6647,-122.28399999999999,1160,1327
8677300550,1400112000000000000,592500.0,4,2.5,2240,12032,1.0,0,3,9,2240,0,1983,98074,47.6143,-122.01700000000001,2520,12368
4014400292,1421193600000000000,465000.0,3,2.5,2714,17936,2.0,0,3,9,2714,0,2005,98001,47.3185,-122.275,2590,18386
1102000196,1401148800000000000,477000.0,4,2.75,1720,6270,2.0,0,3,8,1720,0,1978,98118,47.5458,-122.26799999999999,2130,8700
257000138,1421280000000000000,280000.0,2,1.0,850,16400,1.0,0,3,6,850,0,1923,98168,47.4889,-122.29899999999999,1100,14459
1909600046,1404345600000000000,445838.0,3,2.5,2250,5692,2.0,0,3,8,2250,0,2000,98146,47.5133,-122.37899999999999,1320,5390
7611200125,1414022400000000000,467000.0,2,1.5,1320,10800,1.0,0,4,8,1320,0,1947,98177,47.7145,-122.367,2120,12040
5611500140,1408665600000000000,686000.0,4,2.5,2760,6440,2.0,0,3,10,2760,0,1999,98075,47.5836,-122.02600000000001,3070,8127
626059335,1409788800000000000,527000.0,4,2.25,2330,19436,2.0,0,3,8,2330,0,1987,98011,47.7663,-122.215,1910,10055
1922059282,1410998400000000000,325000.0,3,2.25,2220,16020,1.0,0,4,8,1780,440,1966,98030,47.3758,-122.21700000000001,2080,9583
705700390,1409702400000000000,328000.0,3,2.25,2020,8379,2.0,0,3,7,2020,0,1994,98038,47.3828,-122.023,2020,8031
8682281200,1425859200000000000,479950.0,2,2.0,1510,6516,1.0,0,3,8,1510,0,2005,98053,47.7076,-122.01299999999999,1640,6009
7972000200,1401321600000000000,264950.0,4,2.25,1720,9753,1.0,0,4,7,1120,600,1978,98023,47.2922,-122.37100000000001,1510,9753
722059070,1421280000000000000,235000.0,3,1.0,1430,15246,1.0,0,4,7,980,450,1961,98031,47.4075,-122.214,1960,13068
7202340400,1425340800000000000,516500.0,3,2.5,1480,4729,2.0,0,3,7,1480,0,2004,98053,47.6794,-122.03399999999999,2250,4729
3584000310,1417996800000000000,225000.0,3,1.75,1430,8505,1.0,0,4,7,1430,0,1968,98003,47.3173,-122.319,1190,8640
8150100045,1412121600000000000,210000.0,2,1.0,830,6000,1.0,0,3,6,830,0,1940,98126,47.5308,-122.376,830,4960
6131600075,1430092800000000000,225000.0,3,1.0,1300,8316,1.0,0,4,6,1300,0,1954,98002,47.3221,-122.21600000000001,1260,8316
8029510030,1423699200000000000,363000.0,3,2.5,2740,11872,2.0,0,3,9,2740,0,1990,98023,47.3076,-122.395,2570,10377
7899800890,1424908800000000000,181000.0,2,1.5,720,5120,1.0,0,3,6,720,0,1954,98106,47.5218,-122.35700000000001,1150,2566
3797001895,1429660800000000000,481000.0,3,1.75,1560,3000,1.0,0,4,6,770,790,1918,98103,47.6846,-122.345,1390,3000
3832710960,1411430400000000000,260000.0,3,2.0,1810,7209,1.0,0,4,7,1240,570,1978,98032,47.3656,-122.27799999999999,1750,7209
1310430400,1399939200000000000,455000.0,4,2.5,3360,7685,2.0,0,3,9,3360,0,2001,98058,47.4369,-122.111,3060,6567
1105000588,1429574400000000000,349500.0,3,1.0,1400,3538,1.0,0,3,7,800,600,1953,98118,47.5405,-122.27,1620,6331
3830630060,1411948800000000000,245000.0,3,2.5,1730,7442,2.0,0,3,7,1730,0,1987,98030,47.3507,-122.178,1630,6458
5127001620,1423612800000000000,315000.0,3,1.75,1580,11455,1.0,0,4,7,1200,380,1974,98059,47.4756,-122.147,1550,10650
1873100060,1409270400000000000,693000.0,4,2.5,2460,4425,2.0,0,3,8,2460,0,2006,98052,47.7048,-122.109,2990,5659
3325069129,1418688000000000000,525000.0,3,2.25,2100,40510,2.0,0,3,10,1320,780,1979,98074,47.6154,-122.04700000000001,2380,33450
8078560140,1400457600000000000,290000.0,4,2.5,1700,7280,2.0,0,4,7,1700,0,1988,98031,47.4045,-122.171,1950,7475
3438500192,1411948800000000000,285000.0,3,1.0,1120,10701,1.0,0,3,7,1120,0,1954,98106,47.5544,-122.35799999999999,1130,6350
7974200510,1407974400000000000,415000.0,2,1.0,1070,4500,1.0,0,3,7,1070,0,1937,98115,47.6802,-122.29,1320,4465
2557000400,1428537600000000000,272500.0,3,2.5,2070,9900,1.0,0,3,8,1420,650,1979,98023,47.2988,-122.37100000000001,2070,8250
6378500125,1430438400000000000,436000.0,2,1.0,1040,7538,1.0,0,4,7,1040,0,1939,98133,47.7107,-122.352,1440,7530
1745100140,1413504000000000000,210000.0,3,1.0,1700,11390,1.0,0,4,7,1700,0,1967,98003,47.3271,-122.323,1350,8164
2976800796,1411603200000000000,236000.0,3,1.0,1300,5898,1.0,0,3,7,1300,0,1961,98178,47.5053,-122.255,1320,7619
4215100060,1426809600000000000,365000.0,3,2.5,2653,4510,2.0,0,3,8,2653,0,2006,98031,47.4145,-122.166,2653,4927
1126049053,1415836800000000000,770000.0,4,2.75,3820,26300,2.0,0,3,9,2850,970,2014,98028,47.7618,-122.26100000000001,1860,12136
2022069200,1430784000000000000,455000.0,4,2.5,2210,49375,1.0,0,3,8,2210,0,1997,98038,47.3828,-122.071,2670,49385
1722059235,1404345600000000000,304900.0,4,1.75,2600,11325,1.0,0,4,7,1610,990,1969,98031,47.3954,-122.206,1720,11088
6874200960,1424995200000000000,170000.0,2,1.0,860,5265,1.0,0,3,6,860,0,1931,98178,47.5048,-122.272,1650,8775
5634500392,1428624000000000000,330000.0,3,3.0,2420,13959,1.0,0,4,8,1740,680,1988,98028,47.7486,-122.23,2570,13300
1509500060,1409875200000000000,370000.0,4,2.5,2720,8666,2.0,0,3,9,2720,0,1992,98030,47.3846,-122.169,2410,8100
7214810350,1413504000000000000,467000.0,5,2.25,2500,13500,1.0,0,3,7,1850,650,1979,98072,47.7564,-122.14399999999999,2300,9750
6647200060,1423440000000000000,405000.0,3,1.75,1670,6720,1.0,0,3,7,1140,530,1980,98034,47.7198,-122.193,1670,7320
2200500350,1407801600000000000,500000.0,2,1.0,1640,14100,1.0,0,4,7,1140,500,1954,98006,47.5712,-122.14299999999999,1520,13527
6113400046,1406073600000000000,389999.0,4,2.5,1890,15770,2.0,0,4,7,1890,0,1968,98166,47.4281,-122.34299999999999,2410,15256
1115450240,1413936000000000000,360000.0,4,2.5,2160,9528,2.0,0,3,9,2160,0,1992,98001,47.3341,-122.255,2280,9937
6073240060,1412208000000000000,580000.0,4,3.0,3280,11060,2.0,0,3,8,2270,1010,1986,98056,47.5399,-122.181,2320,11004
9510920070,1404950400000000000,879000.0,4,2.5,3360,22111,2.0,0,3,10,3360,0,1994,98075,47.5951,-122.01700000000001,3150,11374
5468730030,1408665600000000000,265000.0,3,2.0,1320,8959,1.0,0,3,7,1320,0,1993,98042,47.3536,-122.14399999999999,1740,7316
8079030390,1425427200000000000,446500.0,3,2.5,2650,7286,2.0,0,3,8,2650,0,1990,98059,47.5084,-122.154,2400,7220
600000152,1401667200000000000,404000.0,3,1.5,2030,8880,1.0,0,3,7,1330,700,1963,98108,47.5586,-122.311,2140,5592
3260800030,1407715200000000000,335000.0,3,2.5,2440,7632,2.0,0,3,8,2440,0,1998,98003,47.3494,-122.301,2510,7903
2747100024,1403136000000000000,576000.0,3,2.5,1940,9000,1.0,0,4,7,970,970,1948,98117,47.6933,-122.39299999999999,2190,7310
5104530560,1427846400000000000,208633.0,3,2.5,2040,3810,2.0,0,3,8,2040,0,2006,98038,47.3537,-122.0,2370,4590
4330600350,1421280000000000000,315000.0,3,2.25,2200,8750,1.0,0,4,7,1120,1080,1964,98166,47.476000000000006,-122.337,1460,10139
5016001535,1424131200000000000,725000.0,3,1.75,1920,3300,1.0,0,4,8,960,960,1913,98112,47.6239,-122.29799999999999,1740,4000
7280300196,1428019200000000000,550000.0,4,2.75,1800,7750,1.0,0,4,8,1400,400,1965,98177,47.7776,-122.384,1800,8275
8651520400,1402531200000000000,610750.0,4,2.25,2180,7297,2.0,0,3,8,2180,0,1984,98074,47.6459,-122.05799999999999,2250,9781
1328320800,1415145600000000000,305000.0,4,2.25,1950,7700,1.0,0,3,8,1350,600,1979,98058,47.4441,-122.125,2150,7350
3422059208,1431302400000000000,390000.0,3,2.5,1930,64904,1.0,0,4,8,1930,0,1988,98042,47.346000000000004,-122.15700000000001,2350,57500
9521101455,1406073600000000000,548000.0,2,1.0,1470,3864,1.0,0,4,7,1170,300,1916,98103,47.6638,-122.345,1570,3864
4337000335,1416614400000000000,268750.0,4,1.0,800,8775,1.0,0,3,6,800,0,1943,98166,47.48,-122.336,1310,8775
325059286,1399939200000000000,819900.0,5,2.75,3150,7119,2.0,0,3,9,3150,0,2013,98052,47.6759,-122.15100000000001,1560,8384
2597650240,1414022400000000000,520000.0,3,2.25,2030,16200,2.0,0,3,8,2030,0,1984,98027,47.5162,-122.057,2660,17958
7972000240,1422835200000000000,240000.0,3,1.75,1510,10248,1.0,0,3,7,1510,0,1969,98023,47.2929,-122.37100000000001,1510,9753
3530210260,1414368000000000000,274975.0,3,2.5,3030,45004,2.0,0,3,9,3030,0,1987,98077,47.7721,-122.09299999999999,3080,35781
1959700550,1409875200000000000,740000.0,4,2.0,2050,4400,1.5,0,4,9,2050,0,1922,98102,47.644,-122.319,2320,5500
9542850320,1406246400000000000,790000.0,3,2.25,2370,10289,1.0,0,4,9,1590,780,1977,98005,47.592,-122.166,2500,10004
